HINQ302_Migration_Data_assessment_2.1
HINQ302_Migration_Data_assessment_2.1,,,,,,,,,,,,,,,,,
unique_identifier,city_origin,ship_name,travel_class,first_name,second_name,age_years,date_disembarked,day_disembarked,month_disembarked,year_disembarked,gender-type,race_group,occupation_type,destination_city,deck_number,,comment_data_and_sources
987,liverpool,aquitania,third,tanner,hyatt,54,18/04/1912,18,4,1912,female,other,weaver,cherbourg,4,,
988,liverpool,lusitania,first,james,klocker,52,17/04/1912,17,4,1912,male,white,none,new york,4,,
989,liverpool,baltic,third,heather,bair,30,20/04/1912,20,4,1912,male,black,blacksmith,new york,2,,
990,southampton,olympic,first,shukri,el-amiri,80,17/04/1912,17,4,1912,female,asian,none,new york,4,,
991,liverpool,baltic,first,wyona,martinez,90,16/04/1912,16,4,1912,male,other,none,new york,2,,
992,southampton,olympic,first,andre,williams martin,28,15/04/1912,15,4,1912,female,black,blacksmith,new york,5,,
993,liverpool,baltic,third,sean,stowell,51,17/04/1912,17,4,1912,male,other,baker,new york,1,,
994,liverpool,adriatic,third,dante,labishak,34,19/04/1912,19,4,1912,male,black,carpenter,new york,4,,
995,southampton,britannic,first,sheikhnoor,harris,77,18/04/1912,18,4,1912,female,other,farmer,new york,3,,
996,liverpool,adriatic,first,taylor,o'callaghan,6,19/04/1912,19,4,1912,male,other,none,new york,2,,
997,liverpool,baltic,first,jackeline,griego,49,17/04/1912,17,4,1912,male,hispanic,carpenter,new york,1,,
998,southampton,britannic,second,aquasia,fortenberry,42,15/04/1912,15,4,1912,male,white,baker,new york,1,,
999,southampton,olympic,first,yusri,el-ishmael,99,20/04/1912,20,4,1912,male,other,merchant,new york,2,,
